ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1174,30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,no
1175,27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
1176,49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56,1,103,2,other,no
1177,27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
1178,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
1179,32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82,3,363,2,other,no
1180,30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
1181,33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110,1,-1,0,unknown,no
1182,27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,385,5,-1,0,unknown,no
1183,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
1184,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
1185,36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,unknown,no
1186,37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,-1,0,unknown,no
1187,35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,no
1188,32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
1189,32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255,2,-1,0,unknown,no
1190,35,admin.,married,primary,no,189,yes,no,cellular,11,may,95,1,-1,0,unknown,no
1191,31,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112,1,-1,0,unknown,no
1192,28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,no
1193,27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
1194,35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
1195,69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown,no
1196,37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,unknown,no
1197,45,admin.,single,secondary,no,0,yes,no,cellular,8,may,38,1,-1,0,unknown,no
1198,47,management,married,tertiary,no,109,yes,no,cellular,22,jul,268,1,-1,0,unknown,no
1199,52,management,married,tertiary,no,-11,yes,no,cellular,11,may,94,4,-1,0,unknown,no
1200,33,services,married,secondary,no,90,yes,no,cellular,28,jul,263,2,-1,0,unknown,no
1201,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
1202,33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197,1,-1,0,unknown,no
1203,44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180,2,-1,0,unknown,no
1204,38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,unknown,no
1205,54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown,no
1206,32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown,no
1207,33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,unknown,no
1208,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,-1,0,unknown,no
1209,51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
1210,48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
1211,37,services,single,secondary,no,1050,yes,no,cellular,3,feb,586,3,-1,0,unknown,no
1212,33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,no
1213,30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
1214,43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112,2,330,3,other,no
1215,49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
1216,54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,no
1217,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,377,8,-1,0,unknown,no
1218,36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
1219,30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,no
1220,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes
1221,30,admin.,married,secondary,no,122,yes,no,unknown,16,may,107,1,-1,0,unknown,no
1222,30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
1223,35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
1224,33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216,1,-1,0,unknown,no
1225,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
1226,41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313,1,349,3,other,no
1227,41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
1228,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
1229,54,blue-collar,married,secondary,no,-932,yes,no,unknown,7,may,799,1,-1,0,unknown,no
1230,32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
1231,30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,no
1232,40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271,2,-1,0,unknown,no
1233,30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no
1234,27,admin.,married,secondary,no,639,no,yes,cellular,14,jul,243,3,-1,0,unknown,no
1235,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
1236,54,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown,no
1237,32,management,single,tertiary,no,1218,yes,no,telephone,28,jan,70,2,-1,0,unknown,no
1238,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes
1239,42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
1240,48,admin.,married,primary,no,607,no,no,unknown,20,jun,29,2,-1,0,unknown,no
1241,34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown,no
1242,55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
1243,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
1244,46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
1245,24,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
1246,58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,no
1247,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
1248,25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170,3,-1,0,unknown,no
1249,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
1250,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,yes
1251,30,management,single,tertiary,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
1252,46,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724,1,-1,0,unknown,no
1253,37,entrepreneur,married,tertiary,no,2685,no,no,unknown,20,jun,187,2,-1,0,unknown,no
1254,44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown,no
1255,49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357,3,-1,0,unknown,no
1256,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
1257,48,technician,married,tertiary,no,0,no,no,telephone,26,aug,176,15,-1,0,unknown,no
1258,31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
1259,51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
1260,80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
1261,32,management,single,tertiary,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
1262,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,no
1263,49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
1264,30,management,married,tertiary,no,3134,yes,no,cellular,17,jul,124,1,-1,0,unknown,no
1265,27,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
1266,34,technician,married,secondary,no,-346,no,no,cellular,13,aug,136,4,-1,0,unknown,no
1267,49,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,yes
1268,48,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
1269,40,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
1270,38,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
1271,46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,failure,no
1272,41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
1273,28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown,no
1274,33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure,no
1275,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
1276,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
1277,27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,unknown,no
1278,42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
1279,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
1280,31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083,2,-1,0,unknown,no
1281,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes
1282,39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
1283,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no
1284,40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144,2,124,1,failure,no
1285,52,services,married,secondary,no,-888,no,no,cellular,16,jul,135,1,-1,0,unknown,no
1286,40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no
1287,48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,unknown,no
1288,31,services,married,secondary,no,413,yes,no,unknown,13,may,65,1,-1,0,unknown,no
1289,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
1290,47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
1291,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
1292,40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
1293,34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,no
1294,29,self-employed,married,tertiary,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,no
1295,36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
1296,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
1297,55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown,no
1298,43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,no
1299,23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
1300,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,no
1301,58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
1302,29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
1303,30,management,single,tertiary,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
1304,29,admin.,single,secondary,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no
1305,41,technician,married,secondary,no,0,no,no,cellular,11,mar,101,1,-1,0,unknown,no
1306,35,housemaid,married,primary,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown,no
1307,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
1308,27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
1309,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
1310,53,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18,30,-1,0,unknown,no
1311,34,management,married,tertiary,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
1312,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
1313,36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no
1314,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
1315,37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,no
1316,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no
1317,28,technician,single,secondary,no,126,no,no,cellular,3,mar,229,1,-1,0,unknown,no
1318,33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,unknown,no
1319,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,no
1320,45,self-employed,married,secondary,no,706,no,no,cellular,30,apr,78,2,176,1,success,no
1321,39,technician,married,secondary,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
1322,28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40,1,-1,0,unknown,no
1323,36,blue-collar,married,primary,no,0,yes,no,cellular,18,nov,618,2,-1,0,unknown,no
1324,41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
1325,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
1326,41,blue-collar,married,secondary,no,121,yes,no,cellular,13,may,16,6,176,5,other,no
1327,59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
1328,24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure,no
1329,34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,no
1330,40,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown,no
1331,42,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298,4,-1,0,unknown,no
1332,50,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
1333,25,management,single,tertiary,no,553,yes,no,cellular,17,sep,113,4,479,1,failure,no
1334,51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
1335,50,management,married,tertiary,no,85,no,yes,cellular,1,jun,141,1,-1,0,unknown,no
1336,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
1337,52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown,no
1338,55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
1339,26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,no
1340,38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes
1341,32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no
1342,31,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown,no
1343,34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
1344,33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
1345,35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
1346,48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no
1347,29,blue-collar,married,secondary,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,no
1348,50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
1349,37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
1350,44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no
1351,36,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,952,3,-1,0,unknown,no
1352,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
1353,49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no
1354,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
1355,42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
1356,36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no
1357,75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,no
1358,38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no
1359,40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
1360,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
1361,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no
1362,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
1363,28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
1364,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
1365,51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
1366,32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
1367,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
1368,38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
1369,49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
1370,42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
1371,43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
1372,34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no
1373,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
1374,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
1375,33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
1376,34,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no
1377,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
1378,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
1379,77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
1380,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no
1381,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
1382,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
1383,73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
1384,39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
1385,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
1386,32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
1387,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
1388,45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no
1389,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
1390,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
1391,49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
1392,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,no
1393,55,technician,married,secondary,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown,no
1394,30,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no
1395,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
1396,39,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
1397,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
1398,33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
1399,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
1400,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
1401,38,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
1402,33,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no
1403,40,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no
1404,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
1405,39,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no
1406,33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
1407,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes
1408,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
1409,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
1410,55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
1411,38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
1412,48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,no
1413,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
1414,44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no
1415,57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
1416,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
1417,31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
1418,35,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
1419,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
1420,35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
1421,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
1422,39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
1423,43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
1424,44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
1425,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
1426,40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
1427,33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
1428,46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no
1429,27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
1430,26,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no
1431,41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no
1432,34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
1433,39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no
1434,27,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
1435,31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
1436,44,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
1437,55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
1438,51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
1439,50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
1440,30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
1441,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
1442,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
1443,56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
1444,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
1445,30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
1446,36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
1447,40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no
1448,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
1449,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
1450,45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
1451,34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no
1452,27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no
1453,30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
1454,32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no
1455,46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
1456,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
1457,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
1458,49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
1459,35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
1460,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
1461,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
1462,34,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no
1463,42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
1464,60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
1465,57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no
