Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,profit,Rating
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,27/09/2019,14:35,Ewallet,41.25479346,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,18/07/2019,12:09,Ewallet,29.82210278,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,315.538,23/01/2019,15:32,Cash,8.463419059,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,01/06/2019,13:58,Cash,12.78910563,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,81.611,01/05/2019,13:19,Ewallet,23.84037207,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,23/09/2019,13:37,Ewallet,31.78260672,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,29/01/2019,16:49,Credit card,29.53189751,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,513.9615,21/10/2019,14:55,Cash,11.72142553,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,23/06/2019,14:04,Credit card,25.50577489,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,256.512,22/02/2019,12:31,Ewallet,11.37852632,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,02/06/2019,14:51,Ewallet,45.72891502,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,84.661,18/10/2019,18:27,Cash,3.339810702,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,551.73,16/04/2019,12:45,Credit card,8.85803583,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,31/01/2019,10:36,Cash,12.52611606,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,12/11/2019,20:36,Cash,17.015775,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,07/02/2019,14:16,Cash,34.70681891,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,11/10/2019,10:26,Ewallet,6.451703841,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,260.678,19/09/2019,13:30,Credit card,13.49742497,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,184.818,29/06/2019,16:28,Ewallet,27.12420866,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,10/01/2019,20:18,Credit card,16.53206059,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,20/10/2019,20:04,Credit card,24.96552444,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,17.679,05/12/2019,13:38,Cash,24.15249705,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,14/02/2019,10:43,Cash,40.03775557,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,722.7565,13/11/2019,17:30,Cash,18.79233141,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,285.492,24/10/2019,15:28,Credit card,23.69875188,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,23/09/2019,19:07,Credit card,24.22761204,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,292.582,30/01/2019,19:01,Ewallet,16.97720683,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,31/01/2019,19:48,Cash,9.346997604,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,27/03/2019,19:24,Cash,5.836196624,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,25/07/2019,13:00,Ewallet,24.53791959,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,16/01/2019,14:29,Cash,7.765559566,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,115.0925,06/06/2019,13:21,Ewallet,35.51835957,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,20/03/2019,18:55,Cash,11.97734046,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,11/12/2019,19:36,Cash,39.33851783,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,24/12/2019,16:28,Cash,6.136297992,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,08/07/2019,13:48,Credit card,10.37503904,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,90.5855,11/09/2019,10:57,Cash,17.15436487,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,26/10/2019,17:13,Cash,15.36095731,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,186.367,24/03/2019,10:23,Ewallet,11.46515488,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,125.59,03/11/2019,13:57,Cash,6.914536308,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,12/01/2019,13:29,Ewallet,2.94273546,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1025.705,18/10/2019,13:00,Credit card,20.05267747,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,215.528,19/05/2019,19:42,Credit card,8.800173904,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,16/02/2019,15:36,Ewallet,34.61325501,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,384.7645,25/11/2019,13:40,Ewallet,26.64595919,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,393.7995,19/06/2019,18:01,Ewallet,7.941565365,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,68.7405,22/10/2019,13:53,Credit card,26.30964518,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,16/09/2019,17:27,Ewallet,6.269565179,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,956.825,30/06/2019,10:53,Cash,6.249084302,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,21/03/2019,19:48,Credit card,14.54853274,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,21/08/2019,16:53,Cash,7.290985524,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,20/01/2019,19:14,Cash,40.30184607,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,30/06/2019,14:36,Credit card,11.61199214,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,26/10/2019,18:19,Credit card,9.071855488,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,19/07/2019,19:09,Cash,15.08315991,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,349.306,23/01/2019,16:51,Cash,13.34330111,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,14/04/2019,15:37,Credit card,30.20314525,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,75.568,23/12/2019,20:15,Cash,8.604887114,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,18/06/2019,14:38,Credit card,5.334394096,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,93.56,29/03/2019,19:25,Ewallet,8.528005938,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,744.812,19/07/2019,19:35,Credit card,9.356322505,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,845.0345,27/02/2019,15:42,Credit card,18.45199136,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,28/08/2019,14:11,Cash,5.974630018,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,24/05/2019,10:43,Ewallet,21.96484275,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,22.1075,08/09/2019,17:58,Credit card,12.90964366,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,295.43,26/02/2019,11:26,Credit card,13.46779945,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,10/09/2019,17:38,Credit card,9.760801107,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,31.4235,09/07/2019,20:07,Credit card,38.6360668,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,46.076,12/10/2019,11:02,Credit card,42.86860624,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,13/06/2019,19:07,Ewallet,25.18057719,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,12/11/2019,18:50,Ewallet,19.81619833,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,11/01/2019,12:43,Cash,16.15082062,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,30/09/2019,15:09,Cash,34.54060512,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,89.234,26/08/2019,13:47,Ewallet,18.84499391,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,156.19,07/08/2019,16:59,Ewallet,25.15886042,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,732.43,03/03/2019,14:15,Credit card,12.9147673,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,05/09/2019,20:24,Ewallet,17.97812078,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,491.985,28/09/2019,13:58,Ewallet,13.36216984,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,16/07/2019,16:52,Credit card,9.813418601,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,02/01/2019,15:19,Ewallet,27.26863022,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,768.025,09/04/2019,12:25,Credit card,20.28978044,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,14/06/2019,10:02,Ewallet,7.877341108,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,28.751,07/06/2019,18:58,Ewallet,10.58348951,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,271.535,03/12/2019,15:31,Credit card,18.75271388,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,574.775,23/11/2019,11:22,Credit card,3.280568011,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,276.0525,10/01/2019,13:12,Credit card,14.53076712,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,17/08/2019,18:33,Ewallet,6.487014622,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,23/04/2019,10:02,Cash,19.55106437,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,105.782,08/10/2019,11:21,Ewallet,13.30659645,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,528.751,22/08/2019,12:10,Cash,15.80573792,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,169.21,15/08/2019,11:40,Ewallet,17.23219624,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,455.865,17/07/2019,18:31,Credit card,48.49909685,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,614.588,20/10/2019,17:58,Ewallet,9.081134329,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,339.31,03/04/2019,17:04,Ewallet,11.56158464,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,08/05/2019,20:35,Credit card,3.980993506,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,17/11/2019,16:10,Credit card,13.84316849,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,20/06/2019,16:54,Cash,8.636747781,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,20/09/2019,10:11,Cash,9.445677214,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,20/09/2019,11:26,Cash,15.19919961,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,29/12/2019,20:29,Ewallet,7.284071408,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,22/04/2019,12:12,Ewallet,22.37097231,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,01/06/2019,13:05,Cash,26.13537643,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,636.99,22/06/2019,16:19,Ewallet,49.02724938,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,393.29,21/11/2019,19:48,Credit card,10.52722665,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,208.858,22/06/2019,15:25,Cash,3.475244161,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,22/06/2019,14:42,Ewallet,20.34754589,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,13/08/2019,18:59,Cash,14.3624899,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,29/11/2019,20:47,Ewallet,13.85099194,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,738.076,16/12/2019,13:21,Cash,45.95883778,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,02/09/2019,19:48,Cash,16.8291044,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,207.43,17/05/2019,18:20,Credit card,9.683127965,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,216.688,29/04/2019,20:24,Cash,12.59157063,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,128.26,16/04/2019,13:44,Credit card,16.10336254,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,14/03/2019,11:48,Cash,47.06912676,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,28/05/2019,14:14,Ewallet,28.73268781,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,19/09/2019,15:51,Ewallet,42.67882492,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,28/07/2019,11:17,Ewallet,32.85502581,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,107.0365,23/02/2019,17:36,Ewallet,8.326936549,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,436.768,16/09/2019,15:47,Ewallet,6.82750728,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,80.6685,20/03/2019,15:53,Credit card,33.49265849,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,37.495,27/05/2019,12:40,Cash,8.048937478,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,28/05/2019,19:48,Cash,24.40610564,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,06/05/2019,17:53,Ewallet,18.51557405,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,16/02/2019,16:36,Credit card,4.166852883,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,208.112,18/01/2019,20:54,Cash,29.01658695,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,153.775,09/01/2019,12:50,Ewallet,18.90286982,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,13/12/2019,10:48,Credit card,19.39382539,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,325.7725,29/10/2019,14:28,Ewallet,29.06051909,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,102.485,03/11/2019,17:15,Credit card,6.207456478,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,670.939,25/04/2019,18:03,Credit card,20.94781063,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,24/02/2019,17:29,Cash,24.10553693,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,12/12/2019,18:05,Cash,46.81950409,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,04/05/2019,12:07,Ewallet,4.393474166,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,434.1665,25/05/2019,19:49,Credit card,11.73249665,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,58.0435,02/07/2019,15:52,Cash,23.16724274,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,289.015,09/03/2019,16:48,Cash,26.46918245,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,210.7975,14/06/2019,20:46,Credit card,10.16105908,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,03/09/2019,18:14,Cash,25.90015514,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,380.58,01/05/2019,15:05,Credit card,16.34480258,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,11/04/2019,10:34,Credit card,49.54749476,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,526.971,02/04/2019,11:23,Ewallet,4.825078144,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,239.872,15/08/2019,13:55,Credit card,7.230196205,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,21/04/2019,11:43,Ewallet,16.35660748,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,13/07/2019,14:36,Credit card,20.53770756,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,482.9025,09/01/2019,16:03,Cash,8.427174467,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,07/02/2019,20:03,Credit card,14.71479244,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,129.706,14/03/2019,14:55,Cash,9.22069811,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,575.78,23/07/2019,11:28,Credit card,12.49026018,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,08/03/2019,19:41,Ewallet,3.933592152,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,04/03/2019,19:01,Cash,15.82377591,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,729.112,06/12/2019,18:04,Credit card,38.77598481,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,25/12/2019,19:20,Cash,10.77095181,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,10/12/2019,10:31,Cash,23.67330217,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,19/05/2019,13:28,Cash,33.59980678,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,31/03/2019,11:36,Cash,15.38351637,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,81.658,23/04/2019,11:32,Credit card,5.056516133,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,30/06/2019,11:44,Cash,43.75065824,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,10/10/2019,17:16,Credit card,23.91716369,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,554.124,03/01/2019,18:43,Cash,7.580240549,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,17/04/2019,11:00,Cash,58.27842312,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,80.674,27/10/2019,10:30,Credit card,4.307106394,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,88.756,03/08/2019,12:14,Credit card,10.33878474,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,121.251,29/07/2019,16:43,Credit card,27.3380792,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,28/10/2019,20:40,Credit card,31.92136933,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,168.002,01/06/2019,13:40,Cash,12.49891714,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,04/07/2019,16:23,Cash,26.84007222,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,27/05/2019,12:08,Credit card,17.20659467,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,24/12/2019,17:45,Ewallet,7.269380062,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,13/06/2019,10:28,Ewallet,16.20265681,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,18/03/2019,20:31,Cash,9.551065566,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,11/06/2019,10:49,Ewallet,5.828610289,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,28/08/2019,12:34,Ewallet,27.80157634,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,21/02/2019,10:23,Credit card,13.55668885,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,145.002,16/05/2019,18:51,Ewallet,54.50706538,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,02/08/2019,13:45,Credit card,9.308285865,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,154.284,21/06/2019,19:38,Ewallet,10.41159041,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1036.46,22/01/2019,20:23,Cash,25.16425049,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,264.458,25/08/2019,15:24,Cash,58.33650356,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,231.123,27/05/2019,16:54,Cash,15.74731423,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,19/10/2019,12:32,Ewallet,8.933863091,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,02/10/2019,15:42,Credit card,8.390716013,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,26/07/2019,13:58,Cash,59.75715772,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,473.413,28/04/2019,15:08,Cash,6.263872908,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,25/04/2019,13:02,Ewallet,16.03494896,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,22/11/2019,13:01,Credit card,43.17737876,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,16/09/2019,16:40,Credit card,1.637535598,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,25/02/2019,13:55,Ewallet,4.032834095,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,20/04/2019,10:33,Credit card,67.52190607,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,15/12/2019,16:42,Cash,10.38636564,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,432.71,29/03/2019,17:16,Credit card,24.74916565,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,282.035,09/09/2019,11:48,Ewallet,6.117964789,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,76.4555,27/11/2019,19:35,Cash,10.60507109,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,23/06/2019,19:55,Credit card,27.01345804,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,08/09/2019,14:33,Credit card,3.955738867,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,600.6285,14/03/2019,19:49,Cash,61.00168785,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,21/06/2019,18:43,Ewallet,11.7368992,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,25/05/2019,14:43,Cash,6.741876954,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,07/10/2019,13:54,Ewallet,64.14878925,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,16/01/2019,12:15,Cash,45.48533674,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,16/01/2019,12:37,Ewallet,5.253167476,7.3
